StockCode,Description,QuantitySold,CurrentPrice,Revenue,RecommendedPrice,Discount(%),ProfitCategory
21811,CHRISTMAS HANGING HEART WITH BELL,216,1.25,270.0,4.01,10,Low Profit
21811,HANGING HEART WITH BELL,4112,0.5571232876712329,1906.58,3.23,0,Medium Profit
21812,GARLAND WITH HEARTS AND BELLS,217,4.9,1032.15,4.01,10,Medium Profit
21813,GARLAND WITH STARS AND BELLS,250,4.898780487804878,1187.1000000000001,4.0,10,Medium Profit
21814,HEART T-LIGHT HOLDER ,71,1.4499999999999997,102.95,4.04,10,Low Profit
21815,STAR  T-LIGHT HOLDER ,131,1.45,189.95,4.03,10,Low Profit
21816,CHRISTMAS TREE T-LIGHT HOLDER,33,1.45,47.849999999999994,4.05,10,Low Profit
21817,GLITTER CHRISTMAS TREE,902,0.5029824561403509,405.14000000000004,3.87,5,Low Profit
21818,GLITTER CHRISTMAS HEART ,262,0.8499999999999999,222.7,4.0,10,Low Profit
21818,GLITTER HEART DECORATION,2434,0.463049645390071,1056.3400000000001,3.57,0,Medium Profit
21819,GLITTER CHRISTMAS STAR ,2462,0.49283464566929136,1053.46,3.56,0,Medium Profit
21820,GLITTER HEART GARLAND WITH BELLS ,288,3.793833333333333,1068.59,3.99,10,Medium Profit
21821,GLITTER STAR GARLAND WITH BELLS ,223,3.732439024390244,825.45,4.01,10,Low Profit
21822,GLITTER CHRISTMAS TREE WITH BELLS,573,1.028709677419355,527.65,3.94,5,Low Profit
21823,PAINTED METAL HEART WITH HOLLY BELL,1195,0.7526315789473684,687.5899999999999,3.81,0,Low Profit
21824,PAINTED METAL STAR WITH HOLLY BELLS,1449,0.5992105263157894,697.61,3.76,0,Low Profit
21826,EIGHT PIECE DINOSAUR SET,92,1.25,115.0,4.03,10,Low Profit
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,1.25,7.5,4.05,10,Low Profit
21828,EIGHT PIECE SNAKE  SET,311,1.25,388.75,3.99,10,Low Profit
21829,DINOSAUR KEYRINGS ASSORTED,6354,0.21227272727272728,1310.25,2.78,0,Medium Profit
21830,ASSORTED CREEPY CRAWLIES,2551,0.4382222222222222,1073.47,3.54,0,Medium Profit
21832,CHOCOLATE CALCULATOR,779,1.7348275862068965,1296.83,3.9,5,Medium Profit
21833,CAMOUFLAGE LED TORCH,2628,1.6816666666666664,4278.12,3.53,0,Medium Profit
21836,GINGHAM OVEN GLOVE RED HEART ,3,3.75,11.25,4.05,10,Low Profit
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,5.45,5.45,4.05,10,Low Profit
21841,BABY MOUSE RED GINGHAM DRESS,72,4.25,306.0,4.04,10,Low Profit
21843,RED RETROSPOT CAKE STAND,1808,10.862559241706162,17918.8,3.69,0,High Profit
21844,RED RETROSPOT MUG,1813,2.9025925925925926,4969.150000000001,3.69,0,Medium Profit
21845,DAIRY MAID STRIPE MUG,1906,1.101219512195122,1720.3000000000002,3.67,0,Medium Profit
21846,PINK DIAMANTE PEN IN GIFT BOX,72,5.616666666666667,365.62,4.04,10,Low Profit
21847,GREEN  DIAMANTE PEN IN GIFT BOX,9,4.95,44.550000000000004,4.05,10,Low Profit
21849,SILVER DIAMANTE PEN IN GIFT BOX,50,5.089166666666666,250.84000000000003,4.04,10,Low Profit
21850,BLUE  DIAMANTE PEN IN GIFT BOX,60,4.916666666666667,271.8,4.04,10,Low Profit
21851,LILAC DIAMANTE PEN IN GIFT BOX,26,5.617999999999999,138.72,4.05,10,Low Profit
21864,UNION JACK FLAG PASSPORT COVER ,609,2.0748979591836734,1190.3400000000001,3.93,5,Medium Profit
21865,PINK UNION JACK  PASSPORT COVER ,220,2.0881159420289856,457.08000000000004,4.01,10,Low Profit
21866,UNION JACK FLAG LUGGAGE TAG,534,1.3029906542056073,666.71,3.95,5,Low Profit
21867,PINK UNION JACK  LUGGAGE TAG,261,1.276547619047619,330.02,4.0,10,Low Profit
21868,POTTING SHED TEA MUG,2344,1.335579399141631,2924.48,3.58,0,Medium Profit
21870,I CAN ONLY PLEASE ONE PERSON MUG,1349,1.2472661870503599,1658.89,3.78,0,Medium Profit
21871,SAVE THE PLANET MUG,5264,1.3753284671532846,6150.13,3.0,0,High Profit
21872,GLAMOROUS  MUG,1265,1.3589166666666666,1365.73,3.8,0,Medium Profit
21873,IF YOU CAN'T STAND THE HEAT MUG,1583,1.2793181818181818,1748.59,3.74,0,Medium Profit
21874,GIN AND TONIC MUG,2845,1.3487113402061854,3715.6099999999997,3.48,0,Medium Profit
21875,KINGS CHOICE MUG,2000,1.3656249999999999,2249.56,3.65,0,Medium Profit
21876,POTTERING MUG,3541,1.3846464646464645,4049.61,3.35,0,Medium Profit
21877,HOME SWEET HOME MUG,5340,1.4184353741496598,6698.56,2.99,0,High Profit
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2396,0.8525,1972.8999999999999,3.57,0,Medium Profit
21879,HEARTS GIFT TAPE,1025,0.4596551724137931,301.93,3.85,0,Low Profit
21880,RED RETROSPOT TAPE,1458,0.5488000000000001,668.94,3.76,0,Low Profit
21881,CUTE CATS TAPE,975,0.5708888888888889,315.55,3.86,5,Low Profit
21882,SKULLS TAPE,598,0.5202564102564102,189.98000000000002,3.93,5,Low Profit
21883,STARS GIFT TAPE ,1368,0.5566666666666668,581.0600000000001,3.78,0,Low Profit
21884,CAKES AND BOWS GIFT  TAPE,1017,0.5036363636363637,318.81,3.85,0,Low Profit
21888,BINGO SET,1551,3.83375,5718.21,3.74,0,High Profit
21889,WOODEN BOX OF DOMINOES,5766,1.2802603036876357,7200.95,2.9,0,High Profit
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1070,3.241818181818182,3247.16,3.84,0,Medium Profit
21891,TRADITIONAL WOODEN SKIPPING ROPE,7904,1.3939884393063584,9998.32,2.48,0,High Profit
21892,TRADITIONAL WOODEN CATCH CUP GAME ,2910,1.2969767441860465,3651.75,3.47,0,Medium Profit
21894,POTTING SHED SEED ENVELOPES,471,1.3172222222222223,604.48,3.96,10,Low Profit
21895,POTTING SHED SOW 'N' GROW SET,1,4.25,4.25,4.05,10,Low Profit
21896,POTTING SHED TWINE,946,2.1061111111111113,2152.2000000000003,3.86,5,Medium Profit
21897,POTTING SHED CANDLE CITRONELLA,402,2.88,1250.82,3.97,10,Medium Profit
21898,POTTING SHED ROSE CANDLE,445,3.0157142857142856,1423.03,3.96,10,Medium Profit
21899,GARAGE KEY FOB,730,0.7091379310344827,489.20000000000005,3.91,5,Low Profit
21899,"KEY FOB , GARAGE DESIGN",1870,0.6477142857142858,1140.6200000000001,3.68,0,Medium Profit
21900,"KEY FOB , SHED",3081,0.6859398496240602,1959.13,3.44,0,Medium Profit
21901,"KEY FOB , BACK DOOR ",1742,0.6779668049792532,1140.26,3.7,0,Medium Profit
21902,"KEY FOB , FRONT  DOOR ",1902,0.6784146341463415,1168.2800000000002,3.67,0,Medium Profit
21903,MAN FLU METAL SIGN,1127,2.2381045751633986,2356.38,3.83,0,Medium Profit
21904,HOUSE WRECKING METAL SIGN ,50,2.1,105.0,4.04,10,Low Profit
21905,MORE BUTTER METAL SIGN ,684,1.2827272727272727,705.3100000000001,3.92,5,Low Profit
21906,PHARMACIE FIRST AID TIN,483,6.732736842105263,3220.81,3.96,10,Medium Profit
21907,I'M ON HOLIDAY METAL SIGN,2292,2.1131515151515154,4757.35,3.59,0,Medium Profit
21908,CHOCOLATE THIS WAY METAL SIGN,3633,2.140395778364116,7204.320000000001,3.33,0,High Profit
21910,WAY OUT METAL SIGN ,36,1.65,59.39999999999999,4.04,10,Low Profit
21911,GARDEN METAL SIGN ,105,1.65,173.24999999999997,4.03,10,Low Profit
21912,VINTAGE SNAKES & LADDERS,1571,3.8400373134328363,5508.53,3.74,0,High Profit
21913,VINTAGE SEASIDE JIGSAW PUZZLES,305,3.8293258426966292,1142.53,3.99,10,Medium Profit
21914,BLUE HARMONICA IN BOX ,7431,1.2808778625954198,9218.88,2.57,0,High Profit
21915,RED  HARMONICA IN BOX ,20945,1.2612056737588653,23756.43,0.1,0,High Profit
21916,SET 12 RETRO WHITE CHALK STICKS,4362,0.43220472440944885,1771.12,3.18,0,Medium Profit
21917,SET 12 KIDS  WHITE CHALK STICKS,4090,0.4275268817204301,1651.14,3.24,0,Medium Profit
21918,SET 12 KIDS COLOUR  CHALK STICKS,7012,0.42715789473684207,2814.2799999999997,2.65,0,Medium Profit
21922,UNION STRIPE WITH FRINGE  HAMMOCK,758,7.950238095238096,5674.14,3.9,5,High Profit
21925,UNION STRIPE CUSHION COVER ,403,1.25,503.75,3.97,10,Low Profit
21926,RED/CREAM STRIPE CUSHION COVER ,414,1.2468333333333335,509.9,3.97,10,Low Profit
21927,BLUE/CREAM STRIPE CUSHION COVER ,622,1.2480808080808081,769.9,3.93,5,Low Profit
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,7754,2.0591832229580573,14626.73,2.51,0,High Profit
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1945,1.9141304347826087,3426.75,3.66,0,Medium Profit
21929,JUMBO BAG PINK VINTAGE PAISLEY,9888,2.0408760330578515,18427.9,2.08,0,High Profit
21930,JUMBO STORAGE BAG SKULLS,5694,2.027384937238494,10865.83,2.92,0,High Profit
21931,JUMBO STORAGE BAG SUKI,11513,2.0288589743589744,21784.84,1.76,0,High Profit
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2463,1.854953560371517,4357.06,3.56,0,Medium Profit
21933,PINK VINTAGE PAISLEY PICNIC BAG,2406,1.8455172413793102,4289.26,3.57,0,Medium Profit
21934,SKULL SHOULDER BAG,1288,1.6458041958041958,2081.2,3.79,0,Medium Profit
21935,SUKI  SHOULDER BAG,1763,1.6440487804878048,2824.37,3.7,0,Medium Profit
21936,RED RETROSPOT PICNIC BAG,3756,2.949378238341969,10365.76,3.3,0,High Profit
21937,STRAWBERRY   PICNIC BAG,1590,2.9268115942028987,4430.5,3.73,0,Medium Profit
21942,SKULLS DESIGN FLANNEL,161,0.83,134.54999999999998,4.02,10,Low Profit
21943,CAKES AND RABBITS DESIGN FLANNEL ,57,0.85,48.449999999999996,4.04,10,Low Profit
21944,KITTENS DESIGN FLANNEL,232,0.7688235294117647,177.88,4.01,10,Low Profit
21945,STRAWBERRIES  DESIGN FLANNEL ,225,0.8346666666666667,190.79,4.01,10,Low Profit
21946,PARTY TIME DESIGN FLANNEL,72,0.8081818181818182,58.9,4.04,10,Low Profit
21947,SET OF 6 HEART CHOPSTICKS,594,1.3603488372093022,741.48,3.93,5,Low Profit
21948,SET OF 6 CAKE CHOPSTICKS,417,1.404,541.82,3.97,10,Low Profit
21949,SET OF 6 STRAWBERRY CHOPSTICKS,613,1.305084745762712,725.49,3.93,5,Low Profit
21955,DOORMAT UNION JACK GUNS AND ROSES,1157,7.755064102564102,6619.41,3.82,0,High Profit
21967,PACK OF 12 SKULL TISSUES,5162,0.32386363636363635,1504.9799999999998,3.02,0,Medium Profit
21972,SET OF 36 DINOSAUR PAPER DOILIES,292,1.45,423.4,3.99,10,Low Profit
21973,SET OF 36 MUSHROOM PAPER DOILIES,159,1.45,230.54999999999998,4.02,10,Low Profit
21974,SET OF 36 PAISLEY FLOWER DOILIES,2036,1.494061135371179,2942.5099999999998,3.65,0,Medium Profit
21975,PACK OF 60 DINOSAUR CAKE CASES,12106,0.5587661141804788,5919.280000000001,1.64,0,High Profit
21976,PACK OF 60 MUSHROOM CAKE CASES,4936,0.5523843416370107,2496.08,3.07,0,Medium Profit
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24230,0.5514201183431954,11611.0,0.1,0,High Profit
21980,PACK OF 12 RED RETROSPOT TISSUES ,6521,0.32844,2002.7299999999998,2.75,0,Medium Profit
21981,PACK OF 12 WOODLAND TISSUES ,5281,0.3369270833333333,1508.87,3.0,0,Medium Profit
21982,PACK OF 12 SUKI TISSUES ,6907,0.3419924812030075,1995.05,2.67,0,Medium Profit
21983,PACK OF 12 BLUE PAISLEY TISSUES ,2223,0.352258064516129,712.7299999999999,3.61,0,Low Profit
21984,PACK OF 12 PINK PAISLEY TISSUES ,3294,0.3552830188679245,999.5999999999999,3.39,0,Low Profit
21985,PACK OF 12 HEARTS DESIGN TISSUES ,8541,0.334438202247191,2542.17,2.35,0,Medium Profit
21986,PACK OF 12 PINK POLKADOT TISSUES,3985,0.33987261146496817,1129.79,3.26,0,Medium Profit
21987,PACK OF 6 SKULL PAPER CUPS,2050,0.6476315789473684,1254.74,3.64,0,Medium Profit
21988,PACK OF 6 SKULL PAPER PLATES,2194,0.8401342281879194,1663.3,3.61,0,Medium Profit
21989,PACK OF 20 SKULL PAPER NAPKINS,2065,0.8464903846153846,1672.6899999999998,3.64,0,Medium Profit
21990,MODERN FLORAL STATIONERY SET,1212,1.5006666666666666,1734.6,3.81,0,Medium Profit
21991,BOHEMIAN COLLAGE STATIONERY SET,471,1.5112621359223302,675.53,3.96,10,Low Profit
21992,VINTAGE PAISLEY STATIONERY SET,1151,1.5270243902439025,1640.29,3.82,0,Medium Profit
21993,FLORAL FOLK STATIONERY SET,1360,1.5254589371980676,1927.3500000000001,3.78,0,Medium Profit
22021,BLUE FELT EASTER EGG BASKET,350,1.65,577.4999999999999,3.98,10,Low Profit
22023,EMPIRE BIRTHDAY CARD,1131,0.4296470588235294,476.25,3.83,0,Low Profit
22024,RAINY LADIES BIRTHDAY CARD,2280,0.42852713178294577,918.91,3.6,0,Low Profit
22025,RING OF ROSES BIRTHDAY CARD,1764,0.4152272727272727,702.0,3.7,0,Low Profit
22026,BANQUET BIRTHDAY  CARD  ,1560,0.4182,642.24,3.74,0,Low Profit
22027,TEA PARTY BIRTHDAY CARD,4141,0.42441064638783266,1692.71,3.23,0,Medium Profit
22028,PENNY FARTHING BIRTHDAY CARD,2903,0.4309677419354839,1198.45,3.47,0,Medium Profit
22029,SPACEBOY BIRTHDAY CARD,7834,0.4234683544303797,3120.14,2.49,0,Medium Profit
22030,SWALLOWS GREETING CARD,5337,0.41921810699588474,2120.55,2.99,0,Medium Profit
22031,BOTANICAL LAVENDER BIRTHDAY CARD,363,0.47125,158.61,3.98,10,Low Profit
22032,BOTANICAL LILY GREETING CARD,361,0.42,151.62,3.98,10,Low Profit
22033,BOTANICAL ROSE GREETING CARD,336,0.42000000000000004,141.12,3.98,10,Low Profit
22034,ROBIN CHRISTMAS CARD,3,0.42,1.26,4.05,10,Low Profit
22035,VINTAGE CARAVAN GREETING CARD ,1394,0.42666666666666664,569.02,3.77,0,Low Profit
22037,ROBOT BIRTHDAY CARD,3747,0.42065891472868217,1552.96,3.3,0,Medium Profit
22038,BOTANICAL LAVENDER GIFT WRAP ,475,0.42,199.5,3.96,10,Low Profit
22039,BOTANICAL LILY GIFT WRAP,250,0.42,105.0,4.0,10,Low Profit
22040,BOTANICAL ROSE GIFT WRAP,725,0.42,304.5,3.91,5,Low Profit
22041,"RECORD FRAME 7"" SINGLE SIZE ",3812,2.492964824120603,8450.82,3.29,0,High Profit
22042,CHRISTMAS CARD SINGING ANGEL,360,0.42,151.2,3.98,10,Low Profit
22043,CHRISTMAS CARD SCREEN PRINT ,1188,0.23674418604651162,283.32,3.81,0,Low Profit
22044,CHRISTMAS CARD STACK OF PRESENTS,816,0.2602777777777778,196.44,3.89,5,Low Profit
22045,SPACEBOY GIFT WRAP,6477,0.4186407766990291,2652.34,2.76,0,Medium Profit
22046,TEA PARTY  WRAPPING PAPER ,2250,0.4189333333333333,929.0,3.6,0,Low Profit
22047,EMPIRE GIFT WRAP,3350,0.41790476190476183,1363.0,3.38,0,Medium Profit
22048,BIRTHDAY BANQUET GIFT WRAP,975,0.4175,393.5,3.86,5,Low Profit
22049,WRAP CHRISTMAS SCREEN PRINT,1000,0.26419354838709674,270.5,3.85,0,Low Profit
22050,PINK PAISLEY ROSE GIFT WRAP,1225,0.418,498.5,3.81,0,Low Profit
22051,BLUE SCANDINAVIAN PAISLEY WRAP,975,0.42,409.5,3.86,5,Low Profit
22052,VINTAGE CARAVAN GIFT WRAP,571,0.42,239.82,3.94,5,Low Profit
22053,EMPIRE DESIGN ROSETTE,4236,1.2261538461538461,3596.4199999999996,3.21,0,Medium Profit
22055,MINI CAKE STAND  HANGING STRAWBERY,1246,1.4532876712328766,1661.78,3.8,0,Medium Profit
22057,CERAMIC PLATE STRAWBERRY DESIGN,578,1.2457142857142858,648.18,3.94,5,Low Profit
22059,CERAMIC STRAWBERRY DESIGN MUG,1739,1.2993150684931507,1960.47,3.7,0,Medium Profit
22060,LARGE CAKE STAND HANGING HEARTS,231,5.28,1111.05,4.01,10,Medium Profit
22061,LARGE CAKE STAND  HANGING STRAWBERY,564,8.989844961240308,3854.68,3.94,5,Medium Profit
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,554,1.164736842105263,599.74,3.94,5,Low Profit
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,537,2.7042857142857146,1106.5500000000002,3.94,5,Medium Profit
22064,PINK DOUGHNUT TRINKET POT ,1602,1.6364705882352941,2132.7,3.73,0,Medium Profit
22065,CHRISTMAS PUDDING TRINKET POT ,6418,0.6191954022988505,2883.44,2.77,0,Medium Profit
22066,LOVE HEART TRINKET POT,2232,0.6193333333333333,1029.1399999999999,3.61,0,Medium Profit
22067,CHOC TRUFFLE GOLD TRINKET POT ,385,1.51734693877551,562.53,3.97,10,Low Profit
22068,BLACK PIRATE TREASURE CHEST,432,1.4195121951219511,502.37999999999994,3.97,10,Low Profit
22069,BROWN  PIRATE TREASURE CHEST ,218,1.417894736842105,237.47999999999996,4.01,10,Low Profit
22070,SMALL RED RETROSPOT MUG IN BOX ,873,3.895882352941176,2030.68,3.88,5,Medium Profit
22071,SMALL WHITE RETROSPOT MUG IN BOX ,710,3.628243243243243,1295.04,3.91,5,Medium Profit
22072,RED RETROSPOT TEA CUP AND SAUCER ,807,3.4602097902097904,2519.19,3.89,5,Medium Profit
22073,RED RETROSPOT STORAGE JAR,298,3.7040425531914893,1067.1,3.99,10,Medium Profit
22074,6 RIBBONS SHIMMERING PINKS ,1000,1.2107894736842104,772.9399999999999,3.85,0,Low Profit
22075,6 RIBBONS ELEGANT CHRISTMAS ,1538,1.5267213114754097,2004.9199999999998,3.75,0,Medium Profit
22076,6 RIBBONS EMPIRE  ,1034,1.4291150442477873,1302.7199999999998,3.85,0,Medium Profit
22077,6 RIBBONS RUSTIC CHARM,8594,1.7792577597840753,14969.839999999998,2.34,0,High Profit
22078,RIBBON REEL LACE DESIGN ,1288,2.0932432432432435,2584.8,3.79,0,Medium Profit
22079,RIBBON REEL HEARTS DESIGN ,1701,1.6994736842105262,2808.89,3.71,0,Medium Profit
22080,RIBBON REEL POLKADOTS ,1167,1.6468749999999999,1877.55,3.82,0,Medium Profit
22081,RIBBON REEL FLORA + FAUNA ,585,1.741111111111111,978.37,3.94,5,Low Profit
22082,RIBBON REEL STRIPES DESIGN ,2525,1.6825882352941175,4154.33,3.55,0,Medium Profit
22083,PAPER CHAIN KIT RETROSPOT,4265,2.9541348314606743,11935.310000000001,3.2,0,High Profit
22084,PAPER CHAIN KIT EMPIRE,4885,2.9068421052631583,13411.550000000001,3.08,0,High Profit
22085,PAPER CHAIN KIT SKULLS ,507,2.9283783783783788,1415.65,3.95,5,Medium Profit
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,15591,2.9369990029910267,42584.130000000005,0.94,0,High Profit
22087,PAPER BUNTING WHITE LACE,3772,2.8797709923664123,10243.400000000001,3.3,0,High Profit
22088,PAPER BUNTING COLOURED LACE,1698,2.905555555555556,4683.1,3.71,0,Medium Profit
22089,PAPER BUNTING VINTAGE PAISLEY,1189,2.934615384615385,3395.55,3.81,0,Medium Profit
22090,PAPER BUNTING RETROSPOT,6877,2.9045359019264447,18785.99,2.68,0,High Profit
22091,EMPIRE TISSUE BOX,1937,0.5529230769230769,919.6700000000001,3.67,0,Low Profit
22092,BLUE PAISLEY TISSUE BOX,666,0.5076136363636364,311.56,3.92,5,Low Profit
22093,MOTORING TISSUE BOX,1823,0.5210967741935484,804.8100000000001,3.69,0,Low Profit
22094,RED RETROSPOT TISSUE BOX,2081,0.5692567567567568,930.0400000000001,3.64,0,Low Profit
22095,LADS ONLY TISSUE BOX,1571,0.6488990825688074,1427.59,3.74,0,Medium Profit
22096,PINK PAISLEY SQUARE TISSUE BOX ,1357,0.5224778761061947,561.75,3.78,0,Low Profit
22097,SWALLOW SQUARE TISSUE BOX,1577,0.5312857142857143,685.5500000000001,3.74,0,Low Profit
22098,BOUDOIR SQUARE TISSUE BOX,1955,0.6672483221476511,910.08,3.66,0,Low Profit
22099,CARAVAN SQUARE TISSUE BOX,1399,0.6066929133858268,703.57,3.77,0,Low Profit
22100,SKULLS SQUARE TISSUE BOX,727,0.6389473684210527,304.17,3.91,5,Low Profit
22101,MIRROR MOSAIC VOTIVE HOLDER,837,1.9366666666666668,631.62,3.88,5,Low Profit
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1533,1.51,715.05,3.75,0,Low Profit
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1153,1.4553333333333331,694.29,3.82,0,Low Profit
22104,MIRROR MOSAIC CANDLE PLATE,151,1.3641666666666667,120.07,4.02,10,Low Profit
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,506,3.59,566.5,3.95,5,Low Profit
22106,MIRROR MOSAIC HURRICANE LAMP ,286,5.566666666666666,584.9,3.99,10,Low Profit
22107,PIZZA PLATE IN BOX,291,3.5616666666666665,962.48,3.99,10,Low Profit
22108,PING! MICROWAVE PLATE,101,2.855,246.53,4.03,10,Low Profit
22109,FULL ENGLISH BREAKFAST PLATE,1381,3.837515527950311,4985.55,3.78,0,Medium Profit
22110,BIRD HOUSE HOT WATER BOTTLE,617,2.5775308641975307,1562.06,3.93,5,Medium Profit
22111,SCOTTIE DOG HOT WATER BOTTLE,4248,4.902571860816944,20049.9,3.2,0,High Profit
22112,CHOCOLATE HOT WATER BOTTLE,5152,4.87300283286119,23584.64,3.02,0,High Profit
22113,GREY HEART HOT WATER BOTTLE,3145,4.03241054613936,12148.9,3.42,0,High Profit
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3729,4.213062015503876,15386.07,3.31,0,High Profit
22115,METAL SIGN EMPIRE TEA,1495,1.5037297297297296,1706.8100000000002,3.75,0,Medium Profit
22116,METAL SIGN HIS DINNER IS SERVED,505,1.2240000000000002,493.39000000000004,3.95,5,Low Profit
22117,METAL SIGN HER DINNER IS SERVED ,1290,2.785416666666667,3802.5,3.79,0,Medium Profit
22118,JOY WOODEN BLOCK LETTERS,217,4.2676923076923075,742.63,4.01,10,Low Profit
22119,PEACE WOODEN BLOCK LETTERS,342,6.1648571428571435,1699.66,3.98,10,Medium Profit
22120,WELCOME  WOODEN BLOCK LETTERS,502,9.865329341317365,4826.67,3.95,5,Medium Profit
22121,NOEL WOODEN BLOCK LETTERS ,332,6.063391304347827,1924.94,3.99,10,Medium Profit
22123,PING MICROWAVE APRON,442,2.1576712328767123,793.5999999999999,3.96,10,Low Profit
22124,SET OF 2 TEA TOWELS PING MICROWAVE,78,2.2886956521739132,127.42,4.04,10,Low Profit
22125,UNION JACK HOT WATER BOTTLE ,4,5.95,23.8,4.05,10,Low Profit
22127,PARTY CONES CARNIVAL ASSORTED,402,1.2409523809523808,479.7,3.97,10,Low Profit
22128,PARTY CONES CANDY ASSORTED,1729,1.2368055555555555,2042.69,3.71,0,Medium Profit
22129,PARTY CONES CANDY DECORATION,296,1.4375,233.27999999999997,3.99,10,Low Profit
22129,PARTY CONES CANDY TREE DECORATION,690,0.8360714285714286,552.18,3.91,5,Low Profit
22130,PARTY CONE CHRISTMAS DECORATION ,1505,0.8485714285714285,1260.53,3.75,0,Medium Profit
22131,FOOD CONTAINER SET 3 LOVE HEART ,1884,2.0398378378378377,3358.72,3.68,0,Medium Profit
22132,RED LOVE HEART SHAPE CUP,935,0.8562650602409638,772.91,3.87,5,Low Profit
22133,PINK LOVE HEART SHAPE CUP,702,0.8738333333333334,585.78,3.91,5,Low Profit
22134,LADLE LOVE HEART RED ,6,0.42,2.52,4.05,10,Low Profit
22134,MINI LADLE LOVE HEART RED ,630,0.4636363636363636,252.24,3.93,5,Low Profit
22135,LADLE LOVE HEART PINK,19,0.42,7.98,4.05,10,Low Profit
22135,MINI LADLE LOVE HEART PINK,242,0.46555555555555556,106.56,4.0,10,Low Profit
22136,LOVE HEART SOCK HANGER,333,1.646153846153846,530.25,3.99,10,Low Profit
22137,BATHROOM SET LOVE HEART DESIGN,68,2.913636363636364,191.0,4.04,10,Low Profit
22138,BAKING SET 9 PIECE RETROSPOT ,4786,4.989149184149185,22953.100000000002,3.1,0,High Profit
22139,RETROSPOT TEA SET CERAMIC 11 PC ,4239,4.998460606060607,20426.23,3.21,0,High Profit
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2443,2.1466197183098594,5015.080000000001,3.56,0,High Profit
22142,CHRISTMAS CRAFT WHITE FAIRY ,3070,1.4966666666666666,4334.94,3.44,0,Medium Profit
22144,CHRISTMAS CRAFT LITTLE FRIENDS,3459,2.148,7109.200000000001,3.36,0,High Profit
22145,CHRISTMAS CRAFT HEART STOCKING ,30,2.1,63.0,4.05,10,Low Profit
22146,EASTER CRAFT IVY WREATH WITH CHICK,1,1.95,1.95,4.05,10,Low Profit
22147,FELTCRAFT BUTTERFLY HEARTS,6123,1.464311111111111,8308.75,2.83,0,High Profit
22148,EASTER CRAFT 4 CHICKS ,1813,1.9370370370370371,3355.35,3.69,0,Medium Profit
22149,FELTCRAFT 6 FLOWER FRIENDS,5882,2.103468950749465,11549.59,2.88,0,High Profit
22150,3 STRIPEY MICE FELTCRAFT,2914,1.9642857142857142,5460.5,3.47,0,High Profit
22151,PLACE SETTING WHITE HEART,14853,0.42983108108108103,5912.19,1.09,0,High Profit
22152,PLACE SETTING WHITE STAR,2350,0.4318556701030928,967.13,3.58,0,Low Profit
22153,ANGEL DECORATION STARS ON DRESS,2399,0.4186813186813187,987.42,3.57,0,Low Profit
22154,ANGEL DECORATION 3 BUTTONS ,3528,0.4194782608695652,1455.84,3.35,0,Medium Profit
22155,STAR DECORATION RUSTIC,2201,0.42,924.42,3.61,0,Low Profit
22156,HEART DECORATION WITH PEARLS ,1873,0.86656050955414,1586.4599999999998,3.68,0,Medium Profit
22157,ANGEL DECORATION WITH LACE PADDED,212,0.85,180.2,4.01,10,Low Profit
22158,3 HEARTS HANGING DECORATION RUSTIC,2845,2.9765648854961833,8013.71,3.48,0,High Profit
22161,HEART DECORATION RUSTIC HANGING ,4138,0.23141176470588237,855.9200000000001,3.23,0,Low Profit
22162,HEART GARLAND RUSTIC PADDED,106,2.95,312.7,4.03,10,Low Profit
22163,HEART STRING MEMO HOLDER HANGING,626,1.3829411764705883,580.94,3.93,5,Low Profit
22164,STRING OF STARS CARD HOLDER,71,2.9500000000000006,209.45000000000005,4.04,10,Low Profit
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",267,10.328947368421053,1490.65,4.0,10,Medium Profit
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,122,7.6375,489.9000000000001,4.03,10,Low Profit
22167, OVAL WALL MIRROR DIAMANTE ,120,9.84655172413793,1050.0,4.03,10,Medium Profit
22168,ORGANISER WOOD ANTIQUE WHITE ,139,8.488666666666667,1171.3,4.02,10,Medium Profit
22169,FAMILY ALBUM WHITE PICTURE FRAME,1074,8.388251748251749,8408.14,3.84,0,High Profit
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1023,6.747155555555555,6378.150000000001,3.85,0,High Profit
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1706,8.364671052631579,12160.08,3.71,0,High Profit
